CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,customer,product,responsible_section,service_level,service_type,support_section,workgroup
Case 1629,4,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2']","[0.0, 15.0, 74160.0, 74169.0]","[nan, 15.0, 74145.0, 9.0]","[2.0, 2.0, 3.0, 3.0]","[56814.0, 56829.0, 44574.0, 44583.0]",Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1629,5,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 15.0, 74160.0, 74169.0, 74231.0]","[nan, 15.0, 74145.0, 9.0, 62.0]","[2.0, 2.0, 3.0, 3.0, 3.0]","[56814.0, 56829.0, 44574.0, 44583.0, 44645.0]",Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1629,6,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 15.0, 74160.0, 74169.0, 74231.0, 2678617.0]","[nan, 15.0, 74145.0, 9.0, 62.0, 2604386.0]","[2.0, 2.0, 3.0, 3.0, 3.0, 5.0]","[56814.0, 56829.0, 44574.0, 44583.0, 44645.0, 57031.0]",Value 1,Value 89,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 163,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[4.0],[30440.0],Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 163,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 16']","[0.0, 1048750.0]","[nan, 1048750.0]","[4.0, 2.0]","[30440.0, 42390.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 163,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 16', 'Value 16']","[0.0, 1048750.0, 1048756.0]","[nan, 1048750.0, 6.0]","[4.0, 2.0, 2.0]","[30440.0, 42390.0, 42396.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 163,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 16', 'Value 16', 'Value 5']","[0.0, 1048750.0, 1048756.0, 3805417.0]","[nan, 1048750.0, 6.0, 2756661.0]","[4.0, 2.0, 2.0, 6.0]","[30440.0, 42390.0, 42396.0, 34257.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1630,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[0.0],[38022.0],Value 1,Value 107,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1630,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 1896679.0]","[nan, 1896679.0]","[0.0, 1.0]","[38022.0, 33901.0]",Value 1,Value 107,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1630,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2']","[0.0, 1896679.0, 1920199.0]","[nan, 1896679.0, 23520.0]","[0.0, 1.0, 1.0]","[38022.0, 33901.0, 57421.0]",Value 1,Value 107,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1630,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 2', 'Value 2', 'Value 3']","[0.0, 1896679.0, 1920199.0, 3216210.0]","[nan, 1896679.0, 23520.0, 1296011.0]","[0.0, 1.0, 1.0, 2.0]","[38022.0, 33901.0, 57421.0, 57432.0]",Value 1,Value 107,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1631,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[2.0],[40327.0],Value 1,Value 135,Value 6,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1631,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 261.0]","[nan, 261.0]","[2.0, 2.0]","[40327.0, 40588.0]",Value 1,Value 135,Value 6,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1631,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 261.0, 269.0]","[nan, 261.0, 8.0]","[2.0, 2.0, 2.0]","[40327.0, 40588.0, 40596.0]",Value 1,Value 135,Value 6,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1631,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 261.0, 269.0, 3802114.0]","[nan, 261.0, 8.0, 3801845.0]","[2.0, 2.0, 2.0, 4.0]","[40327.0, 40588.0, 40596.0, 40841.0]",Value 1,Value 135,Value 6,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1632,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[40921.0],Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 1632,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 17']","[0.0, 10059.0]","[nan, 10059.0]","[2.0, 2.0]","[40921.0, 50980.0]",Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 1632,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 17', 'Value 17']","[0.0, 10059.0, 97752.0]","[nan, 10059.0, 87693.0]","[2.0, 2.0, 3.0]","[40921.0, 50980.0, 52273.0]",Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 1632,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 17', 'Value 17', 'Value 5']","[0.0, 10059.0, 97752.0, 5094516.0]","[nan, 10059.0, 87693.0, 4996764.0]","[2.0, 2.0, 3.0, 5.0]","[40921.0, 50980.0, 52273.0, 37837.0]",Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 1633,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[38810.0],Value 1,Value 82,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1633,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[0.0, 2682273.0]","[nan, 2682273.0]","[1.0, 4.0]","[38810.0, 42683.0]",Value 1,Value 82,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1633,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 2682273.0, 2682284.0]","[nan, 2682273.0, 11.0]","[1.0, 4.0, 4.0]","[38810.0, 42683.0, 42694.0]",Value 1,Value 82,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1633,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 9']","[0.0, 2682273.0, 2682284.0, 3025537.0]","[nan, 2682273.0, 11.0, 343253.0]","[1.0, 4.0, 4.0, 1.0]","[38810.0, 42683.0, 42694.0, 40347.0]",Value 1,Value 82,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1633,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 9', 'Value 5']","[0.0, 2682273.0, 2682284.0, 3025537.0, 4321554.0]","[nan, 2682273.0, 11.0, 343253.0, 1296017.0]","[1.0, 4.0, 4.0, 1.0, 2.0]","[38810.0, 42683.0, 42694.0, 40347.0, 40364.0]",Value 1,Value 82,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1636,1,['Assign seriousness'],['Value 6'],[0.0],[nan],[1.0],[34972.0],Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1636,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[0.0, 1626.0]","[nan, 1626.0]","[1.0, 1.0]","[34972.0, 36598.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1636,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 6', 'Value 6', 'Value 6']","[0.0, 1626.0, 2075515.0]","[nan, 1626.0, 2073889.0]","[1.0, 1.0, 4.0]","[34972.0, 36598.0, 36887.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1636,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 6', 'Value 6', 'Value 6', 'Value 5']","[0.0, 1626.0, 2075515.0, 4667542.0]","[nan, 1626.0, 2073889.0, 2592027.0]","[1.0, 1.0, 4.0, 6.0]","[34972.0, 36598.0, 36887.0, 36914.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1637,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[56201.0],Value 1,Value 36,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1637,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 322303.0]","[nan, 322303.0]","[0.0, 4.0]","[56201.0, 32904.0]",Value 1,Value 36,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1637,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 322303.0, 322304.0]","[nan, 322303.0, 1.0]","[0.0, 4.0, 4.0]","[56201.0, 32904.0, 32905.0]",Value 1,Value 36,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1637,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 322303.0, 322304.0, 3978220.0]","[nan, 322303.0, 1.0, 3655916.0]","[0.0, 4.0, 4.0, 4.0]","[56201.0, 32904.0, 32905.0, 60021.0]",Value 1,Value 36,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1638,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[32363.0],Value 1,Value 107,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1638,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 29.0]","[nan, 29.0]","[1.0, 1.0]","[32363.0, 32392.0]",Value 1,Value 107,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1638,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 2']","[0.0, 29.0, 1101.0]","[nan, 29.0, 1072.0]","[1.0, 1.0, 1.0]","[32363.0, 32392.0, 33464.0]",Value 1,Value 107,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1638,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 2', 'Value 5']","[0.0, 29.0, 1101.0, 2678928.0]","[nan, 29.0, 1072.0, 2677827.0]","[1.0, 1.0, 1.0, 4.0]","[32363.0, 32392.0, 33464.0, 32891.0]",Value 1,Value 107,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1639,1,['Assign seriousness'],['Value 6'],[0.0],[nan],[1.0],[45122.0],Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1639,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[0.0, 179.0]","[nan, 179.0]","[1.0, 1.0]","[45122.0, 45301.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1639,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 6', 'Value 6', 'Value 6']","[0.0, 179.0, 10527.0]","[nan, 179.0, 10348.0]","[1.0, 1.0, 1.0]","[45122.0, 45301.0, 55649.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1639,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 6', 'Value 6', 'Value 6', 'Value 5']","[0.0, 179.0, 10527.0, 3805695.0]","[nan, 179.0, 10348.0, 3795168.0]","[1.0, 1.0, 1.0, 3.0]","[45122.0, 45301.0, 55649.0, 49217.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1
Case 164,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[45841.0],Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 164,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 169.0]","[nan, 169.0]","[1.0, 1.0]","[45841.0, 46010.0]",Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 164,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 169.0, 4747.0]","[nan, 169.0, 4578.0]","[1.0, 1.0, 1.0]","[45841.0, 46010.0, 50588.0]",Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 164,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 169.0, 4747.0, 3200835.0]","[nan, 169.0, 4578.0, 3196088.0]","[1.0, 1.0, 1.0, 3.0]","[45841.0, 46010.0, 50588.0, 49876.0]",Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1640,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[61143.0],Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1640,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 6']","[0.0, 226935.0]","[nan, 226935.0]","[4.0, 0.0]","[61143.0, 28878.0]",Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1640,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 6', 'Value 6']","[0.0, 226935.0, 227493.0]","[nan, 226935.0, 558.0]","[4.0, 0.0, 0.0]","[61143.0, 28878.0, 29436.0]",Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1640,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 6', 'Value 6', 'Value 5']","[0.0, 226935.0, 227493.0, 4060937.0]","[nan, 226935.0, 558.0, 3833444.0]","[4.0, 0.0, 0.0, 2.0]","[61143.0, 28878.0, 29436.0, 61280.0]",Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1641,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[49065.0],Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,2,"['Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 2']","[0.0, 2154056.0]","[nan, 2154056.0]","[0.0, 4.0]","[49065.0, 43121.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,3,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 2', 'Value 2']","[0.0, 2154056.0, 2154057.0]","[nan, 2154056.0, 1.0]","[0.0, 4.0, 4.0]","[49065.0, 43121.0, 43122.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,4,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2']","[0.0, 2154056.0, 2154057.0, 2154063.0]","[nan, 2154056.0, 1.0, 6.0]","[0.0, 4.0, 4.0, 4.0]","[49065.0, 43121.0, 43122.0, 43128.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,5,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 9']","[0.0, 2154056.0, 2154057.0, 2154063.0, 2487380.0]","[nan, 2154056.0, 1.0, 6.0, 333317.0]","[0.0, 4.0, 4.0, 4.0, 1.0]","[49065.0, 43121.0, 43122.0, 43128.0, 30845.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,6,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 9', 'Value 9']","[0.0, 2154056.0, 2154057.0, 2154063.0, 2487380.0, 2575710.0]","[nan, 2154056.0, 1.0, 6.0, 333317.0, 88330.0]","[0.0, 4.0, 4.0, 4.0, 1.0, 2.0]","[49065.0, 43121.0, 43122.0, 43128.0, 30845.0, 32775.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,7,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 9', 'Value 9', 'Value 9']","[0.0, 2154056.0, 2154057.0, 2154063.0, 2487380.0, 2575710.0, 2575724.0]","[nan, 2154056.0, 1.0, 6.0, 333317.0, 88330.0, 14.0]","[0.0, 4.0, 4.0, 4.0, 1.0, 2.0, 2.0]","[49065.0, 43121.0, 43122.0, 43128.0, 30845.0, 32775.0, 32789.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1641,8,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 2154056.0, 2154057.0, 2154063.0, 2487380.0, 2575710.0, 2575724.0, 3871739.0]","[nan, 2154056.0, 1.0, 6.0, 333317.0, 88330.0, 14.0, 1296015.0]","[0.0, 4.0, 4.0, 4.0, 1.0, 2.0, 2.0, 3.0]","[49065.0, 43121.0, 43122.0, 43128.0, 30845.0, 32775.0, 32789.0, 32804.0]",Value 1,Value 199,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1643,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[4.0],[26250.0],Value 1,Value 9,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1643,2,"['Assign seriousness', 'Wait']","['Value 9', 'Value 9']","[0.0, 836.0]","[nan, 836.0]","[4.0, 4.0]","[26250.0, 27086.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1643,3,"['Assign seriousness', 'Wait', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9']","[0.0, 836.0, 631201.0]","[nan, 836.0, 630365.0]","[4.0, 4.0, 4.0]","[26250.0, 27086.0, 52651.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1643,4,"['Assign seriousness', 'Wait', 'Resolve ticket', 'Closed']","['Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 836.0, 631201.0, 3136981.0]","[nan, 836.0, 630365.0, 2505780.0]","[4.0, 4.0, 4.0, 5.0]","[26250.0, 27086.0, 52651.0, 52831.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1645,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[37652.0],Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1645,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 4838.0]","[nan, 4838.0]","[2.0, 2.0]","[37652.0, 42490.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1645,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 5']","[0.0, 4838.0, 2678578.0]","[nan, 4838.0, 2673740.0]","[2.0, 2.0, 5.0]","[37652.0, 42490.0, 37830.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1646,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[29223.0],Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1646,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 23.0]","[nan, 23.0]","[4.0, 4.0]","[29223.0, 29246.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1646,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 13']","[0.0, 23.0, 349720.0]","[nan, 23.0, 349697.0]","[4.0, 4.0, 1.0]","[29223.0, 29246.0, 33343.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1646,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 13', 'Value 5']","[0.0, 23.0, 349720.0, 3197067.0]","[nan, 23.0, 349697.0, 2847347.0]","[4.0, 4.0, 1.0, 6.0]","[29223.0, 29246.0, 33343.0, 29490.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1649,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[39398.0],Value 1,Value 144,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1649,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 8807.0]","[nan, 8807.0]","[2.0, 2.0]","[39398.0, 48205.0]",Value 1,Value 144,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1649,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 4']","[0.0, 8807.0, 12779.0]","[nan, 8807.0, 3972.0]","[2.0, 2.0, 2.0]","[39398.0, 48205.0, 52177.0]",Value 1,Value 144,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1649,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 4', 'Value 5']","[0.0, 8807.0, 12779.0, 2678626.0]","[nan, 8807.0, 3972.0, 2665847.0]","[2.0, 2.0, 2.0, 5.0]","[39398.0, 48205.0, 52177.0, 39624.0]",Value 1,Value 144,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[4.0],[62468.0],Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,2,"['Assign seriousness', 'Create SW anomaly']","['Value 9', 'Value 2']","[0.0, 1446750.0]","[nan, 1446750.0]","[4.0, 0.0]","[62468.0, 40418.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,3,"['Assign seriousness', 'Create SW anomaly', 'Create SW anomaly']","['Value 9', 'Value 2', 'Value 2']","[0.0, 1446750.0, 1446750.0]","[nan, 1446750.0, 1446750.0]","[4.0, 0.0, 0.0]","[62468.0, 40418.0, 40418.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,4,"['Assign seriousness', 'Create SW anomaly', 'Create SW anomaly', 'Resolve SW anomaly']","['Value 9', 'Value 2', 'Value 2', 'Value 22']","[0.0, 1446750.0, 1446750.0, 2237595.0]","[nan, 1446750.0, 1446750.0, 790845.0]","[4.0, 0.0, 0.0, 2.0]","[62468.0, 40418.0, 40418.0, 53663.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,5,"['Assign seriousness', 'Create SW anomaly', 'Create SW anomaly', 'Resolve SW anomaly', 'Resolve SW anomaly']","['Value 9', 'Value 2', 'Value 2', 'Value 22', 'Value 22']","[0.0, 1446750.0, 1446750.0, 2237595.0, 2237598.0]","[nan, 1446750.0, 1446750.0, 790845.0, 3.0]","[4.0, 0.0, 0.0, 2.0, 2.0]","[62468.0, 40418.0, 40418.0, 53663.0, 53666.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,6,"['Assign seriousness', 'Create SW anomaly', 'Create SW anomaly', 'Resolve SW anomaly', 'Resolve SW anomaly', 'Require upgrade']","['Value 9', 'Value 2', 'Value 2', 'Value 22', 'Value 22', 'Value 2']","[0.0, 1446750.0, 1446750.0, 2237595.0, 2237598.0, 2237802.0]","[nan, 1446750.0, 1446750.0, 790845.0, 3.0, 204.0]","[4.0, 0.0, 0.0, 2.0, 2.0, 2.0]","[62468.0, 40418.0, 40418.0, 53663.0, 53666.0, 53870.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,7,"['Assign seriousness', 'Create SW anomaly', 'Create SW anomaly', 'Resolve SW anomaly', 'Resolve SW anomaly', 'Require upgrade', 'Resolve ticket']","['Value 9', 'Value 2', 'Value 2', 'Value 22', 'Value 22', 'Value 2', 'Value 1']","[0.0, 1446750.0, 1446750.0, 2237595.0, 2237598.0, 2237802.0, 2240236.0]","[nan, 1446750.0, 1446750.0, 790845.0, 3.0, 204.0, 2434.0]","[4.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0]","[62468.0, 40418.0, 40418.0, 53663.0, 53666.0, 53870.0, 56304.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1650,8,"['Assign seriousness', 'Create SW anomaly', 'Create SW anomaly', 'Resolve SW anomaly', 'Resolve SW anomaly', 'Require upgrade', 'Resolve ticket', 'Closed']","['Value 9', 'Value 2', 'Value 2', 'Value 22', 'Value 22', 'Value 2', 'Value 1', 'Value 3']","[0.0, 1446750.0, 1446750.0, 2237595.0, 2237598.0, 2237802.0, 2240236.0, 3536256.0]","[nan, 1446750.0, 1446750.0, 790845.0, 3.0, 204.0, 2434.0, 1296020.0]","[4.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 3.0]","[62468.0, 40418.0, 40418.0, 53663.0, 53666.0, 53870.0, 56304.0, 56324.0]",Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1651,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[4.0],[44341.0],Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1651,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 339751.0]","[nan, 339751.0]","[4.0, 1.0]","[44341.0, 38492.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1651,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 16']","[0.0, 339751.0, 864893.0]","[nan, 339751.0, 525142.0]","[4.0, 1.0, 0.0]","[44341.0, 38492.0, 45234.0]",Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
