case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:Amount
declaration 114863,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 849.0, 1768.0, 2891.0, 2964.0, 245359.0]","[nan, 849.0, 919.0, 1123.0, 73.0, 242395.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 0.0]","[50621.0, 51470.0, 52389.0, 53512.0, 53585.0, 36780.0]",77.57557284368666
declaration 114863,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 849.0, 1768.0, 2891.0, 2964.0, 245359.0, 446311.0]","[nan, 849.0, 919.0, 1123.0, 73.0, 242395.0, 200952.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 2.0]","[50621.0, 51470.0, 52389.0, 53512.0, 53585.0, 36780.0, 64932.0]",77.57557284368666
declaration 114863,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 849.0, 1768.0, 2891.0, 2964.0, 245359.0, 446311.0, 933433.0]","[nan, 849.0, 919.0, 1123.0, 73.0, 242395.0, 200952.0, 487122.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 2.0, 1.0]","[50621.0, 51470.0, 52389.0, 53512.0, 53585.0, 36780.0, 64932.0, 33654.0]",77.57557284368666
declaration 114863,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 849.0, 1768.0, 2891.0, 2964.0, 245359.0, 446311.0, 933433.0, 1135671.0]","[nan, 849.0, 919.0, 1123.0, 73.0, 242395.0, 200952.0, 487122.0, 202238.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 2.0, 1.0, 3.0]","[50621.0, 51470.0, 52389.0, 53512.0, 53585.0, 36780.0, 64932.0, 33654.0, 63092.0]",77.57557284368666
declaration 114872,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[5.0],[45681.0],104.82527102262
declaration 114872,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 155.0]","[nan, 155.0]","[5.0, 5.0]","[45681.0, 45836.0]",104.82527102262
declaration 114872,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 155.0, 156817.0]","[nan, 155.0, 156662.0]","[5.0, 5.0, 0.0]","[45681.0, 45836.0, 29698.0]",104.82527102262
declaration 114872,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 155.0, 156817.0, 259079.0]","[nan, 155.0, 156662.0, 102262.0]","[5.0, 5.0, 0.0, 1.0]","[45681.0, 45836.0, 29698.0, 45560.0]",104.82527102262
declaration 114872,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 155.0, 156817.0, 259079.0, 420849.0]","[nan, 155.0, 156662.0, 102262.0, 161770.0]","[5.0, 5.0, 0.0, 1.0, 3.0]","[45681.0, 45836.0, 29698.0, 45560.0, 34530.0]",104.82527102262
declaration 114872,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 155.0, 156817.0, 259079.0, 420849.0, 795000.0]","[nan, 155.0, 156662.0, 102262.0, 161770.0, 374151.0]","[5.0, 5.0, 0.0, 1.0, 3.0, 0.0]","[45681.0, 45836.0, 29698.0, 45560.0, 34530.0, 63081.0]",104.82527102262
declaration 114884,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[42440.0],173.6326897135052
declaration 114884,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 11408.0]","[nan, 11408.0]","[2.0, 2.0]","[42440.0, 53848.0]",173.6326897135052
declaration 114884,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 11408.0, 12438.0]","[nan, 11408.0, 1030.0]","[2.0, 2.0, 2.0]","[42440.0, 53848.0, 54878.0]",173.6326897135052
declaration 114884,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 11408.0, 12438.0, 193164.0]","[nan, 11408.0, 1030.0, 180726.0]","[2.0, 2.0, 2.0, 4.0]","[42440.0, 53848.0, 54878.0, 62804.0]",173.6326897135052
declaration 114884,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 11408.0, 12438.0, 193164.0, 193166.0]","[nan, 11408.0, 1030.0, 180726.0, 2.0]","[2.0, 2.0, 2.0, 4.0, 4.0]","[42440.0, 53848.0, 54878.0, 62804.0, 62806.0]",173.6326897135052
declaration 114884,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 11408.0, 12438.0, 193164.0, 193166.0, 452641.0]","[nan, 11408.0, 1030.0, 180726.0, 2.0, 259475.0]","[2.0, 2.0, 2.0, 4.0, 4.0, 0.0]","[42440.0, 53848.0, 54878.0, 62804.0, 62806.0, 63081.0]",173.6326897135052
declaration 114901,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[48037.0],62.446273055972206
declaration 114901,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 466404.0]","[nan, 466404.0]","[3.0, 1.0]","[48037.0, 82441.0]",62.446273055972206
declaration 114901,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 466404.0, 500082.0]","[nan, 466404.0, 33678.0]","[3.0, 1.0, 2.0]","[48037.0, 82441.0, 29719.0]",62.446273055972206
declaration 114901,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 466404.0, 500082.0, 1028862.0]","[nan, 466404.0, 33678.0, 528780.0]","[3.0, 1.0, 2.0, 1.0]","[48037.0, 82441.0, 29719.0, 40099.0]",62.446273055972206
declaration 114901,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 466404.0, 500082.0, 1028862.0, 1060345.0]","[nan, 466404.0, 33678.0, 528780.0, 31483.0]","[3.0, 1.0, 2.0, 1.0, 1.0]","[48037.0, 82441.0, 29719.0, 40099.0, 71582.0]",62.446273055972206
declaration 114901,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 466404.0, 500082.0, 1028862.0, 1060345.0, 1224629.0]","[nan, 466404.0, 33678.0, 528780.0, 31483.0, 164284.0]","[3.0, 1.0, 2.0, 1.0, 1.0, 3.0]","[48037.0, 82441.0, 29719.0, 40099.0, 71582.0, 63066.0]",62.446273055972206
declaration 114907,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[5.0],[45470.0],33.217698484524384
declaration 114907,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 1153.0]","[nan, 1153.0]","[5.0, 5.0]","[45470.0, 46623.0]",33.217698484524384
declaration 114907,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 1153.0, 183602.0]","[nan, 1153.0, 182449.0]","[5.0, 5.0, 0.0]","[45470.0, 46623.0, 56272.0]",33.217698484524384
declaration 114907,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 1153.0, 183602.0, 330298.0]","[nan, 1153.0, 182449.0, 146696.0]","[5.0, 5.0, 0.0, 2.0]","[45470.0, 46623.0, 56272.0, 30168.0]",33.217698484524384
declaration 114907,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 1153.0, 183602.0, 330298.0, 449622.0]","[nan, 1153.0, 182449.0, 146696.0, 119324.0]","[5.0, 5.0, 0.0, 2.0, 3.0]","[45470.0, 46623.0, 56272.0, 30168.0, 63092.0]",33.217698484524384
declaration 114912,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[28521.0],463.9281056276969
declaration 114912,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 300.0]","[nan, 300.0]","[0.0, 0.0]","[28521.0, 28821.0]",463.9281056276969
declaration 114912,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 300.0, 2133.0]","[nan, 300.0, 1833.0]","[0.0, 0.0, 0.0]","[28521.0, 28821.0, 30654.0]",463.9281056276969
declaration 114912,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 300.0, 2133.0, 356695.0]","[nan, 300.0, 1833.0, 354562.0]","[0.0, 0.0, 0.0, 4.0]","[28521.0, 28821.0, 30654.0, 39616.0]",463.9281056276969
declaration 114912,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 300.0, 2133.0, 356695.0, 356748.0]","[nan, 300.0, 1833.0, 354562.0, 53.0]","[0.0, 0.0, 0.0, 4.0, 4.0]","[28521.0, 28821.0, 30654.0, 39616.0, 39669.0]",463.9281056276969
declaration 114912,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 300.0, 2133.0, 356695.0, 356748.0, 704367.0]","[nan, 300.0, 1833.0, 354562.0, 53.0, 347619.0]","[0.0, 0.0, 0.0, 4.0, 4.0, 1.0]","[28521.0, 28821.0, 30654.0, 39616.0, 39669.0, 41688.0]",463.9281056276969
declaration 114912,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 300.0, 2133.0, 356695.0, 356748.0, 704367.0, 868560.0]","[nan, 300.0, 1833.0, 354562.0, 53.0, 347619.0, 164193.0]","[0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 3.0]","[28521.0, 28821.0, 30654.0, 39616.0, 39669.0, 41688.0, 33081.0]",463.9281056276969
declaration 114912,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 300.0, 2133.0, 356695.0, 356748.0, 704367.0, 868560.0, 1244137.0]","[nan, 300.0, 1833.0, 354562.0, 53.0, 347619.0, 164193.0, 375577.0]","[0.0, 0.0, 0.0, 4.0, 4.0, 1.0, 3.0, 0.0]","[28521.0, 28821.0, 30654.0, 39616.0, 39669.0, 41688.0, 33081.0, 63058.0]",463.9281056276969
declaration 114920,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[51722.0],70.4179410859139
declaration 114920,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 265.0]","[nan, 265.0]","[0.0, 0.0]","[51722.0, 51987.0]",70.4179410859139
declaration 114920,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 265.0, 65195.0]","[nan, 265.0, 64930.0]","[0.0, 0.0, 1.0]","[51722.0, 51987.0, 30517.0]",70.4179410859139
declaration 114920,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 265.0, 65195.0, 86655.0]","[nan, 265.0, 64930.0, 21460.0]","[0.0, 0.0, 1.0, 1.0]","[51722.0, 51987.0, 30517.0, 51977.0]",70.4179410859139
declaration 114920,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 265.0, 65195.0, 86655.0, 235265.0]","[nan, 265.0, 64930.0, 21460.0, 148610.0]","[0.0, 0.0, 1.0, 1.0, 3.0]","[51722.0, 51987.0, 30517.0, 51977.0, 27787.0]",70.4179410859139
declaration 114920,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 265.0, 65195.0, 86655.0, 235265.0, 875344.0]","[nan, 265.0, 64930.0, 21460.0, 148610.0, 640079.0]","[0.0, 0.0, 1.0, 1.0, 3.0, 3.0]","[51722.0, 51987.0, 30517.0, 51977.0, 27787.0, 63066.0]",70.4179410859139
declaration 114926,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[59004.0],145.99827386941698
declaration 114926,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 74375.0]","[nan, 74375.0]","[1.0, 2.0]","[59004.0, 46979.0]",145.99827386941698
declaration 114926,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 74375.0, 144513.0]","[nan, 74375.0, 70138.0]","[1.0, 2.0, 3.0]","[59004.0, 46979.0, 30717.0]",145.99827386941698
declaration 114926,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 74375.0, 144513.0, 147917.0]","[nan, 74375.0, 70138.0, 3404.0]","[1.0, 2.0, 3.0, 3.0]","[59004.0, 46979.0, 30717.0, 34121.0]",145.99827386941698
declaration 114926,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 74375.0, 144513.0, 147917.0, 147928.0]","[nan, 74375.0, 70138.0, 3404.0, 11.0]","[1.0, 2.0, 3.0, 3.0, 3.0]","[59004.0, 46979.0, 30717.0, 34121.0, 34132.0]",145.99827386941698
declaration 114926,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 74375.0, 144513.0, 147917.0, 147928.0, 148001.0]","[nan, 74375.0, 70138.0, 3404.0, 11.0, 73.0]","[1.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[59004.0, 46979.0, 30717.0, 34121.0, 34132.0, 34205.0]",145.99827386941698
declaration 114926,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 74375.0, 144513.0, 147917.0, 147928.0, 148001.0, 737529.0]","[nan, 74375.0, 70138.0, 3404.0, 11.0, 73.0, 589528.0]","[1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[59004.0, 46979.0, 30717.0, 34121.0, 34132.0, 34205.0, 18933.0]",145.99827386941698
