case:concept:name,prefix_length,concept:name,org:resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day
c3122,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['16', '4', '2', '31', '3']","[0.0, 22117.71875, 35014.328125, 90081.1953125, 97812.3125]","[nan, 22117.71875, 12896.6083984375, 55066.8671875, 7731.11376953125]","[2.0, 2.0, 2.0, 3.0, 3.0]","[33062.0, 55180.0, 68076.0, 36743.0, 44474.0]"
c3122,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'REPAIR']","['16', '4', '2', '31', '3', '22']","[0.0, 22117.71875, 35014.328125, 90081.1953125, 97812.3125, 125196.21875]","[nan, 22117.71875, 12896.6083984375, 55066.8671875, 7731.11376953125, 27383.9140625]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[33062.0, 55180.0, 68076.0, 36743.0, 44474.0, 71858.0]"
c3122,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['16', '4', '2', '31', '3', '22', '28']","[0.0, 22117.71875, 35014.328125, 90081.1953125, 97812.3125, 125196.21875, 165378.671875]","[nan, 22117.71875, 12896.6083984375, 55066.8671875, 7731.11376953125, 27383.9140625, 40182.4453125]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]","[33062.0, 55180.0, 68076.0, 36743.0, 44474.0, 71858.0, 25641.0]"
c3122,8,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['16', '4', '2', '31', '3', '22', '28', '10']","[0.0, 22117.71875, 35014.328125, 90081.1953125, 97812.3125, 125196.21875, 165378.671875, 167146.296875]","[nan, 22117.71875, 12896.6083984375, 55066.8671875, 7731.11376953125, 27383.9140625, 40182.4453125, 1767.6273193359375]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[33062.0, 55180.0, 68076.0, 36743.0, 44474.0, 71858.0, 25641.0, 27408.0]"
c3122,9,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['16', '4', '2', '31', '3', '22', '28', '10', '8']","[0.0, 22117.71875, 35014.328125, 90081.1953125, 97812.3125, 125196.21875, 165378.671875, 167146.296875, 194231.53125]","[nan, 22117.71875, 12896.6083984375, 55066.8671875, 7731.11376953125, 27383.9140625, 40182.4453125, 1767.6273193359375, 27085.234375]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[33062.0, 55180.0, 68076.0, 36743.0, 44474.0, 71858.0, 25641.0, 27408.0, 54493.0]"
c3119,1,['RECEPTION'],['19'],[0.0],[nan],[2.0],[41818.0]
c3119,2,"['RECEPTION', 'DISASSEMBLY']","['19', '7']","[0.0, 24561.720703125]","[nan, 24561.720703125]","[2.0, 2.0]","[41818.0, 66380.0]"
c3119,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['19', '7', '26']","[0.0, 24561.720703125, 78561.1484375]","[nan, 24561.720703125, 53999.43359375]","[2.0, 2.0, 3.0]","[41818.0, 66380.0, 33980.0]"
c3119,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['19', '7', '26', '13']","[0.0, 24561.720703125, 78561.1484375, 85544.640625]","[nan, 24561.720703125, 53999.43359375, 6983.4892578125]","[2.0, 2.0, 3.0, 3.0]","[41818.0, 66380.0, 33980.0, 40963.0]"
c3119,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['19', '7', '26', '13', '10']","[0.0, 24561.720703125, 78561.1484375, 85544.640625, 92584.5703125]","[nan, 24561.720703125, 53999.43359375, 6983.4892578125, 7039.9248046875]","[2.0, 2.0, 3.0, 3.0, 3.0]","[41818.0, 66380.0, 33980.0, 40963.0, 48003.0]"
c3119,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['19', '7', '26', '13', '10', '17']","[0.0, 24561.720703125, 78561.1484375, 85544.640625, 92584.5703125, 109877.1015625]","[nan, 24561.720703125, 53999.43359375, 6983.4892578125, 7039.9248046875, 17292.53515625]","[2.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[41818.0, 66380.0, 33980.0, 40963.0, 48003.0, 65295.0]"
c3119,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['19', '7', '26', '13', '10', '17', '15']","[0.0, 24561.720703125, 78561.1484375, 85544.640625, 92584.5703125, 109877.1015625, 126482.9296875]","[nan, 24561.720703125, 53999.43359375, 6983.4892578125, 7039.9248046875, 17292.53515625, 16605.828125]","[2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[41818.0, 66380.0, 33980.0, 40963.0, 48003.0, 65295.0, 81901.0]"
c3120,1,['RECEPTION'],['1'],[0.0],[nan],[2.0],[43813.0]
c3120,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['1', '19']","[0.0, 13831.1337890625]","[nan, 13831.1337890625]","[2.0, 2.0]","[43813.0, 57644.0]"
c3120,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['1', '19', '5']","[0.0, 13831.1337890625, 20893.509765625]","[nan, 13831.1337890625, 7062.375]","[2.0, 2.0, 2.0]","[43813.0, 57644.0, 64706.0]"
c3120,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['1', '19', '5', '7']","[0.0, 13831.1337890625, 20893.509765625, 33563.55859375]","[nan, 13831.1337890625, 7062.375, 12670.0478515625]","[2.0, 2.0, 2.0, 2.0]","[43813.0, 57644.0, 64706.0, 77376.0]"
c3120,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['1', '19', '5', '7', '37']","[0.0, 13831.1337890625, 20893.509765625, 33563.55859375, 77066.3203125]","[nan, 13831.1337890625, 7062.375, 12670.0478515625, 43502.76171875]","[2.0, 2.0, 2.0, 2.0, 3.0]","[43813.0, 57644.0, 64706.0, 77376.0, 34479.0]"
c3120,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['1', '19', '5', '7', '37', '39']","[0.0, 13831.1337890625, 20893.509765625, 33563.55859375, 77066.3203125, 77157.2734375]","[nan, 13831.1337890625, 7062.375, 12670.0478515625, 43502.76171875, 90.95339965820312]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0]","[43813.0, 57644.0, 64706.0, 77376.0, 34479.0, 34570.0]"
c3120,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['1', '19', '5', '7', '37', '39', '39']","[0.0, 13831.1337890625, 20893.509765625, 33563.55859375, 77066.3203125, 77157.2734375, 93154.8515625]","[nan, 13831.1337890625, 7062.375, 12670.0478515625, 43502.76171875, 90.95339965820312, 15997.576171875]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[43813.0, 57644.0, 64706.0, 77376.0, 34479.0, 34570.0, 50567.0]"
c3118,1,['RECEPTION'],['36'],[0.0],[nan],[2.0],[46658.0]
c3118,2,"['RECEPTION', 'DISASSEMBLY']","['36', '8']","[0.0, 17928.9375]","[nan, 17928.9375]","[2.0, 2.0]","[46658.0, 64587.0]"
c3118,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['36', '8', '43']","[0.0, 17928.9375, 30199.283203125]","[nan, 17928.9375, 12270.3466796875]","[2.0, 2.0, 2.0]","[46658.0, 64587.0, 76858.0]"
c3118,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['36', '8', '43', '46']","[0.0, 17928.9375, 30199.283203125, 77839.75]","[nan, 17928.9375, 12270.3466796875, 47640.46875]","[2.0, 2.0, 2.0, 3.0]","[46658.0, 64587.0, 76858.0, 38098.0]"
c3118,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['36', '8', '43', '46', '48']","[0.0, 17928.9375, 30199.283203125, 77839.75, 84542.921875]","[nan, 17928.9375, 12270.3466796875, 47640.46875, 6703.17236328125]","[2.0, 2.0, 2.0, 3.0, 3.0]","[46658.0, 64587.0, 76858.0, 38098.0, 44801.0]"
c3118,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['36', '8', '43', '46', '48', '2']","[0.0, 17928.9375, 30199.283203125, 77839.75, 84542.921875, 113351.984375]","[nan, 17928.9375, 12270.3466796875, 47640.46875, 6703.17236328125, 28809.0625]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[46658.0, 64587.0, 76858.0, 38098.0, 44801.0, 73610.0]"
c3118,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['36', '8', '43', '46', '48', '2', '35']","[0.0, 17928.9375, 30199.283203125, 77839.75, 84542.921875, 113351.984375, 151372.5625]","[nan, 17928.9375, 12270.3466796875, 47640.46875, 6703.17236328125, 28809.0625, 38020.578125]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]","[46658.0, 64587.0, 76858.0, 38098.0, 44801.0, 73610.0, 25231.0]"
c3118,8,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['36', '8', '43', '46', '48', '2', '35', '20']","[0.0, 17928.9375, 30199.283203125, 77839.75, 84542.921875, 113351.984375, 151372.5625, 179550.3125]","[nan, 17928.9375, 12270.3466796875, 47640.46875, 6703.17236328125, 28809.0625, 38020.578125, 28177.748046875]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[46658.0, 64587.0, 76858.0, 38098.0, 44801.0, 73610.0, 25231.0, 53409.0]"
c3118,9,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['36', '8', '43', '46', '48', '2', '35', '20', '2']","[0.0, 17928.9375, 30199.283203125, 77839.75, 84542.921875, 113351.984375, 151372.5625, 179550.3125, 193043.71875]","[nan, 17928.9375, 12270.3466796875, 47640.46875, 6703.17236328125, 28809.0625, 38020.578125, 28177.748046875, 13493.40234375]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[46658.0, 64587.0, 76858.0, 38098.0, 44801.0, 73610.0, 25231.0, 53409.0, 66902.0]"
c3121,1,['RECEPTION'],['34'],[0.0],[nan],[2.0],[47440.0]
c3121,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['34', '9']","[0.0, 16931.716796875]","[nan, 16931.716796875]","[2.0, 2.0]","[47440.0, 64372.0]"
c3121,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['34', '9', '36']","[0.0, 16931.716796875, 19052.197265625]","[nan, 16931.716796875, 2120.480224609375]","[2.0, 2.0, 2.0]","[47440.0, 64372.0, 66492.0]"
c3121,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['34', '9', '36', '11']","[0.0, 16931.716796875, 19052.197265625, 70363.0859375]","[nan, 16931.716796875, 2120.480224609375, 51310.890625]","[2.0, 2.0, 2.0, 3.0]","[47440.0, 64372.0, 66492.0, 31403.0]"
c3121,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['34', '9', '36', '11', '40']","[0.0, 16931.716796875, 19052.197265625, 70363.0859375, 78236.2265625]","[nan, 16931.716796875, 2120.480224609375, 51310.890625, 7873.1376953125]","[2.0, 2.0, 2.0, 3.0, 3.0]","[47440.0, 64372.0, 66492.0, 31403.0, 39276.0]"
c3121,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['34', '9', '36', '11', '40', '21']","[0.0, 16931.716796875, 19052.197265625, 70363.0859375, 78236.2265625, 166670.828125]","[nan, 16931.716796875, 2120.480224609375, 51310.890625, 7873.1376953125, 88434.609375]","[2.0, 2.0, 2.0, 3.0, 3.0, 4.0]","[47440.0, 64372.0, 66492.0, 31403.0, 39276.0, 41311.0]"
c3121,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['34', '9', '36', '11', '40', '21', '9']","[0.0, 16931.716796875, 19052.197265625, 70363.0859375, 78236.2265625, 166670.828125, 186858.625]","[nan, 16931.716796875, 2120.480224609375, 51310.890625, 7873.1376953125, 88434.609375, 20187.78515625]","[2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]","[47440.0, 64372.0, 66492.0, 31403.0, 39276.0, 41311.0, 61499.0]"
c3123,1,['RECEPTION'],['33'],[0.0],[nan],[2.0],[52001.0]
c3123,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['33', '14']","[0.0, 19627.451171875]","[nan, 19627.451171875]","[2.0, 2.0]","[52001.0, 71629.0]"
c3123,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['33', '14', '33']","[0.0, 19627.451171875, 24983.048828125]","[nan, 19627.451171875, 5355.5966796875]","[2.0, 2.0, 2.0]","[52001.0, 71629.0, 76984.0]"
c3123,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['33', '14', '33', '16']","[0.0, 19627.451171875, 24983.048828125, 67302.2265625]","[nan, 19627.451171875, 5355.5966796875, 42319.1796875]","[2.0, 2.0, 2.0, 3.0]","[52001.0, 71629.0, 76984.0, 32903.0]"
c3123,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'REPAIR']","['33', '14', '33', '16', '16']","[0.0, 19627.451171875, 24983.048828125, 67302.2265625, 95291.6328125]","[nan, 19627.451171875, 5355.5966796875, 42319.1796875, 27989.40625]","[2.0, 2.0, 2.0, 3.0, 3.0]","[52001.0, 71629.0, 76984.0, 32903.0, 60893.0]"
c3123,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'REPAIR', 'QUALITY_CONTROL']","['33', '14', '33', '16', '16', '15']","[0.0, 19627.451171875, 24983.048828125, 67302.2265625, 95291.6328125, 100009.6328125]","[nan, 19627.451171875, 5355.5966796875, 42319.1796875, 27989.40625, 4718.0009765625]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[52001.0, 71629.0, 76984.0, 32903.0, 60893.0, 65611.0]"
c3123,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['33', '14', '33', '16', '16', '15', '34']","[0.0, 19627.451171875, 24983.048828125, 67302.2265625, 95291.6328125, 100009.6328125, 148417.359375]","[nan, 19627.451171875, 5355.5966796875, 42319.1796875, 27989.40625, 4718.0009765625, 48407.7265625]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]","[52001.0, 71629.0, 76984.0, 32903.0, 60893.0, 65611.0, 27618.0]"
c3123,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['33', '14', '33', '16', '16', '15', '34', '21']","[0.0, 19627.451171875, 24983.048828125, 67302.2265625, 95291.6328125, 100009.6328125, 148417.359375, 154486.03125]","[nan, 19627.451171875, 5355.5966796875, 42319.1796875, 27989.40625, 4718.0009765625, 48407.7265625, 6068.6708984375]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[52001.0, 71629.0, 76984.0, 32903.0, 60893.0, 65611.0, 27618.0, 33687.0]"
c3124,1,['RECEPTION'],['49'],[0.0],[nan],[2.0],[57718.0]
c3124,2,"['RECEPTION', 'DISASSEMBLY']","['49', '23']","[0.0, 26147.720703125]","[nan, 26147.720703125]","[2.0, 2.0]","[57718.0, 83866.0]"
c3124,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['49', '23', '8']","[0.0, 26147.720703125, 38102.6015625]","[nan, 26147.720703125, 11954.880859375]","[2.0, 2.0, 3.0]","[57718.0, 83866.0, 9421.0]"
c3124,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['49', '23', '8', '28']","[0.0, 26147.720703125, 38102.6015625, 66578.859375]","[nan, 26147.720703125, 11954.880859375, 28476.2578125]","[2.0, 2.0, 3.0, 3.0]","[57718.0, 83866.0, 9421.0, 37897.0]"
c3124,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['49', '23', '8', '28', '30']","[0.0, 26147.720703125, 38102.6015625, 66578.859375, 74886.5234375]","[nan, 26147.720703125, 11954.880859375, 28476.2578125, 8307.6630859375]","[2.0, 2.0, 3.0, 3.0, 3.0]","[57718.0, 83866.0, 9421.0, 37897.0, 46205.0]"
c3124,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['49', '23', '8', '28', '30', '46']","[0.0, 26147.720703125, 38102.6015625, 66578.859375, 74886.5234375, 86829.1328125]","[nan, 26147.720703125, 11954.880859375, 28476.2578125, 8307.6630859375, 11942.611328125]","[2.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[57718.0, 83866.0, 9421.0, 37897.0, 46205.0, 58147.0]"
c3124,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['49', '23', '8', '28', '30', '46', '24']","[0.0, 26147.720703125, 38102.6015625, 66578.859375, 74886.5234375, 86829.1328125, 93266.7421875]","[nan, 26147.720703125, 11954.880859375, 28476.2578125, 8307.6630859375, 11942.611328125, 6437.6083984375]","[2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[57718.0, 83866.0, 9421.0, 37897.0, 46205.0, 58147.0, 64585.0]"
c3125,1,['RECEPTION'],['5'],[0.0],[nan],[2.0],[74109.0]
c3125,2,"['RECEPTION', 'DISASSEMBLY']","['5', '19']","[0.0, 57467.3828125]","[nan, 57467.3828125]","[2.0, 3.0]","[74109.0, 45176.0]"
c3125,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['5', '19', '3']","[0.0, 57467.3828125, 68650.4453125]","[nan, 57467.3828125, 11183.064453125]","[2.0, 3.0, 3.0]","[74109.0, 45176.0, 56359.0]"
c3125,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['5', '19', '3', '44']","[0.0, 57467.3828125, 68650.4453125, 107336.2109375]","[nan, 57467.3828125, 11183.064453125, 38685.76171875]","[2.0, 3.0, 3.0, 4.0]","[74109.0, 45176.0, 56359.0, 8645.0]"
c3125,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['5', '19', '3', '44', '2']","[0.0, 57467.3828125, 68650.4453125, 107336.2109375, 127289.2578125]","[nan, 57467.3828125, 11183.064453125, 38685.76171875, 19953.05078125]","[2.0, 3.0, 3.0, 4.0, 4.0]","[74109.0, 45176.0, 56359.0, 8645.0, 28598.0]"
c3125,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['5', '19', '3', '44', '2', '32']","[0.0, 57467.3828125, 68650.4453125, 107336.2109375, 127289.2578125, 132856.0625]","[nan, 57467.3828125, 11183.064453125, 38685.76171875, 19953.05078125, 5566.796875]","[2.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[74109.0, 45176.0, 56359.0, 8645.0, 28598.0, 34165.0]"
c3125,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['5', '19', '3', '44', '2', '32', '17']","[0.0, 57467.3828125, 68650.4453125, 107336.2109375, 127289.2578125, 132856.0625, 153279.109375]","[nan, 57467.3828125, 11183.064453125, 38685.76171875, 19953.05078125, 5566.796875, 20423.046875]","[2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[74109.0, 45176.0, 56359.0, 8645.0, 28598.0, 34165.0, 54588.0]"
c3126,1,['RECEPTION'],['40'],[0.0],[nan],[3.0],[28846.0]
c3126,2,"['RECEPTION', 'DISASSEMBLY']","['40', '18']","[0.0, 24576.26171875]","[nan, 24576.26171875]","[3.0, 3.0]","[28846.0, 53422.0]"
c3126,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['40', '18', '39']","[0.0, 24576.26171875, 30058.904296875]","[nan, 24576.26171875, 5482.6416015625]","[3.0, 3.0, 3.0]","[28846.0, 53422.0, 58905.0]"
c3126,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['40', '18', '39', '36']","[0.0, 24576.26171875, 30058.904296875, 37421.39453125]","[nan, 24576.26171875, 5482.6416015625, 7362.48876953125]","[3.0, 3.0, 3.0, 3.0]","[28846.0, 53422.0, 58905.0, 66267.0]"
c3126,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['40', '18', '39', '36', '38']","[0.0, 24576.26171875, 30058.904296875, 37421.39453125, 82017.609375]","[nan, 24576.26171875, 5482.6416015625, 7362.48876953125, 44596.21484375]","[3.0, 3.0, 3.0, 3.0, 4.0]","[28846.0, 53422.0, 58905.0, 66267.0, 24463.0]"
c3126,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['40', '18', '39', '36', '38', '6']","[0.0, 24576.26171875, 30058.904296875, 37421.39453125, 82017.609375, 95550.5546875]","[nan, 24576.26171875, 5482.6416015625, 7362.48876953125, 44596.21484375, 13532.9521484375]","[3.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[28846.0, 53422.0, 58905.0, 66267.0, 24463.0, 37996.0]"
c3126,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING', 'ACKNOWLEDGEMENT']","['40', '18', '39', '36', '38', '6', '13']","[0.0, 24576.26171875, 30058.904296875, 37421.39453125, 82017.609375, 95550.5546875, 112461.578125]","[nan, 24576.26171875, 5482.6416015625, 7362.48876953125, 44596.21484375, 13532.9521484375, 16911.017578125]","[3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[28846.0, 53422.0, 58905.0, 66267.0, 24463.0, 37996.0, 54907.0]"
c3127,1,['RECEPTION'],['22'],[0.0],[nan],[3.0],[40926.0]
c3127,2,"['RECEPTION', 'DISASSEMBLY']","['22', '32']","[0.0, 21162.75390625]","[nan, 21162.75390625]","[3.0, 3.0]","[40926.0, 62089.0]"
c3127,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['22', '32', '0']","[0.0, 21162.75390625, 30218.68359375]","[nan, 21162.75390625, 9055.9296875]","[3.0, 3.0, 3.0]","[40926.0, 62089.0, 71145.0]"
c3127,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['22', '32', '0', '45']","[0.0, 21162.75390625, 30218.68359375, 87281.71875]","[nan, 21162.75390625, 9055.9296875, 57063.03125]","[3.0, 3.0, 3.0, 4.0]","[40926.0, 62089.0, 71145.0, 41808.0]"
c3127,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['22', '32', '0', '45', '26']","[0.0, 21162.75390625, 30218.68359375, 87281.71875, 95227.5234375]","[nan, 21162.75390625, 9055.9296875, 57063.03125, 7945.80615234375]","[3.0, 3.0, 3.0, 4.0, 4.0]","[40926.0, 62089.0, 71145.0, 41808.0, 49754.0]"
c3127,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['22', '32', '0', '45', '26', '36']","[0.0, 21162.75390625, 30218.68359375, 87281.71875, 95227.5234375, 104032.6796875]","[nan, 21162.75390625, 9055.9296875, 57063.03125, 7945.80615234375, 8805.158203125]","[3.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[40926.0, 62089.0, 71145.0, 41808.0, 49754.0, 58559.0]"
c3127,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['22', '32', '0', '45', '26', '36', '3']","[0.0, 21162.75390625, 30218.68359375, 87281.71875, 95227.5234375, 104032.6796875, 344127.6875]","[nan, 21162.75390625, 9055.9296875, 57063.03125, 7945.80615234375, 8805.158203125, 240095.0]","[3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 0.0]","[40926.0, 62089.0, 71145.0, 41808.0, 49754.0, 58559.0, 39454.0]"
c3129,1,['RECEPTION'],['23'],[0.0],[nan],[4.0],[66796.0]
c3129,2,"['RECEPTION', 'DISASSEMBLY']","['23', '40']","[0.0, 232423.65625]","[nan, 232423.65625]","[4.0, 0.0]","[66796.0, 40020.0]"
c3129,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['23', '40', '0']","[0.0, 232423.65625, 257224.1875]","[nan, 232423.65625, 24800.53125]","[4.0, 0.0, 0.0]","[66796.0, 40020.0, 64820.0]"
c3129,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['23', '40', '0', '27']","[0.0, 232423.65625, 257224.1875, 269699.8125]","[nan, 232423.65625, 24800.53125, 12475.6123046875]","[4.0, 0.0, 0.0, 0.0]","[66796.0, 40020.0, 64820.0, 77296.0]"
c3129,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['23', '40', '0', '27', '1']","[0.0, 232423.65625, 257224.1875, 269699.8125, 310606.03125]","[nan, 232423.65625, 24800.53125, 12475.6123046875, 40906.23046875]","[4.0, 0.0, 0.0, 0.0, 1.0]","[66796.0, 40020.0, 64820.0, 77296.0, 31802.0]"
