CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,product,responsible_section,service_level,service_type,support_section,workgroup
Case 2289,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[30897.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2289,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2']","[0.0, 635117.0]","[nan, 635117.0]","[0.0, 0.0]","[30897.0, 61214.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2289,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 635117.0, 2686295.0]","[nan, 635117.0, 2051178.0]","[0.0, 0.0, 3.0]","[30897.0, 61214.0, 38792.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 229,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[35068.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 229,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 2']","[0.0, 5822.0]","[nan, 5822.0]","[2.0, 2.0]","[35068.0, 40890.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2291,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[59703.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2291,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 14']","[0.0, 154312.0]","[nan, 154312.0]","[2.0, 4.0]","[59703.0, 41215.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2291,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 14', 'Value 14']","[0.0, 154312.0, 154328.0]","[nan, 154312.0, 16.0]","[2.0, 4.0, 4.0]","[59703.0, 41215.0, 41231.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2292,1,['Assign seriousness'],['Value 16'],[0.0],[nan],[3.0],[53197.0],Value 1,Value 9,Value 6,Value 2,Value 2,Value 3,Value 3
Case 2292,2,"['Assign seriousness', 'Take in charge ticket']","['Value 16', 'Value 16']","[0.0, 304.0]","[nan, 304.0]","[3.0, 3.0]","[53197.0, 53501.0]",Value 1,Value 9,Value 6,Value 2,Value 2,Value 3,Value 3
Case 2292,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 16', 'Value 16', 'Value 16']","[0.0, 304.0, 852.0]","[nan, 304.0, 548.0]","[3.0, 3.0, 3.0]","[53197.0, 53501.0, 54049.0]",Value 1,Value 9,Value 6,Value 2,Value 2,Value 3,Value 3
Case 2292,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 304.0, 852.0, 3550728.0]","[nan, 304.0, 548.0, 3549876.0]","[3.0, 3.0, 3.0, 2.0]","[53197.0, 53501.0, 54049.0, 61525.0]",Value 1,Value 9,Value 6,Value 2,Value 2,Value 3,Value 3
Case 2292,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 304.0, 852.0, 3550728.0, 3550737.0]","[nan, 304.0, 548.0, 3549876.0, 9.0]","[3.0, 3.0, 3.0, 2.0, 2.0]","[53197.0, 53501.0, 54049.0, 61525.0, 61534.0]",Value 1,Value 9,Value 6,Value 2,Value 2,Value 3,Value 3
Case 2294,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[2.0],[45031.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2294,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 441086.0]","[nan, 441086.0]","[2.0, 0.0]","[45031.0, 54117.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2294,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[0.0, 441086.0, 1286595.0]","[nan, 441086.0, 845509.0]","[2.0, 0.0, 3.0]","[45031.0, 54117.0, 35626.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2294,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 441086.0, 1286595.0, 1881331.0]","[nan, 441086.0, 845509.0, 594736.0]","[2.0, 0.0, 3.0, 3.0]","[45031.0, 54117.0, 35626.0, 25562.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2295,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[1.0],[33632.0],Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2295,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 11.0]","[nan, 11.0]","[1.0, 1.0]","[33632.0, 33643.0]",Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2295,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[0.0, 11.0, 1184.0]","[nan, 11.0, 1173.0]","[1.0, 1.0, 1.0]","[33632.0, 33643.0, 34816.0]",Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2295,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 2']","[0.0, 11.0, 1184.0, 629892.0]","[nan, 11.0, 1173.0, 628708.0]","[1.0, 1.0, 1.0, 1.0]","[33632.0, 33643.0, 34816.0, 58724.0]",Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2295,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9', 'Value 2', 'Value 9']","[0.0, 11.0, 1184.0, 629892.0, 777295.0]","[nan, 11.0, 1173.0, 628708.0, 147403.0]","[1.0, 1.0, 1.0, 1.0, 3.0]","[33632.0, 33643.0, 34816.0, 58724.0, 33327.0]",Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2295,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 2', 'Value 9', 'Value 9']","[0.0, 11.0, 1184.0, 629892.0, 777295.0, 1473281.0]","[nan, 11.0, 1173.0, 628708.0, 147403.0, 695986.0]","[1.0, 1.0, 1.0, 1.0, 3.0, 4.0]","[33632.0, 33643.0, 34816.0, 58724.0, 33327.0, 38113.0]",Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2295,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 2', 'Value 9', 'Value 9', 'Value 9']","[0.0, 11.0, 1184.0, 629892.0, 777295.0, 1473281.0, 1473292.0]","[nan, 11.0, 1173.0, 628708.0, 147403.0, 695986.0, 11.0]","[1.0, 1.0, 1.0, 1.0, 3.0, 4.0, 4.0]","[33632.0, 33643.0, 34816.0, 58724.0, 33327.0, 38113.0, 38124.0]",Value 1,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1
Case 2298,1,['Assign seriousness'],['Value 19'],[0.0],[nan],[3.0],[26773.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2298,2,"['Assign seriousness', 'Take in charge ticket']","['Value 19', 'Value 2']","[0.0, 370567.0]","[nan, 370567.0]","[3.0, 0.0]","[26773.0, 51740.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2298,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 19', 'Value 2', 'Value 2']","[0.0, 370567.0, 370602.0]","[nan, 370567.0, 35.0]","[3.0, 0.0, 0.0]","[26773.0, 51740.0, 51775.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 23,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[2.0],[59603.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 23,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[0.0, 1266771.0]","[nan, 1266771.0]","[2.0, 3.0]","[59603.0, 30374.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 23,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 2', 'Value 1']","[0.0, 1266771.0, 2935050.0]","[nan, 1266771.0, 1668279.0]","[2.0, 3.0, 1.0]","[59603.0, 30374.0, 57053.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 230,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[3.0],[45896.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 230,2,"['Assign seriousness', 'Assign seriousness']","['Value 14', 'Value 14']","[0.0, 55.0]","[nan, 55.0]","[3.0, 3.0]","[45896.0, 45951.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 230,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14', 'Value 9']","[0.0, 55.0, 228.0]","[nan, 55.0, 173.0]","[3.0, 3.0, 3.0]","[45896.0, 45951.0, 46124.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 230,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 14', 'Value 9', 'Value 9']","[0.0, 55.0, 228.0, 357072.0]","[nan, 55.0, 173.0, 356844.0]","[3.0, 3.0, 3.0, 0.0]","[45896.0, 45951.0, 46124.0, 57368.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 230,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 9', 'Value 9', 'Value 9']","[0.0, 55.0, 228.0, 357072.0, 1902947.0]","[nan, 55.0, 173.0, 356844.0, 1545875.0]","[3.0, 3.0, 3.0, 0.0, 4.0]","[45896.0, 45951.0, 46124.0, 57368.0, 48043.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2301,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[48500.0],Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 6']","[0.0, 74375.0]","[nan, 74375.0]","[1.0, 2.0]","[48500.0, 36475.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 6', 'Value 6']","[0.0, 74375.0, 75750.0]","[nan, 74375.0, 1375.0]","[1.0, 2.0, 2.0]","[48500.0, 36475.0, 37850.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 2', 'Value 6', 'Value 6', 'Value 2']","[0.0, 74375.0, 75750.0, 523509.0]","[nan, 74375.0, 1375.0, 447759.0]","[1.0, 2.0, 2.0, 0.0]","[48500.0, 36475.0, 37850.0, 53609.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 6', 'Value 6', 'Value 2', 'Value 2']","[0.0, 74375.0, 75750.0, 523509.0, 2927900.0]","[nan, 74375.0, 1375.0, 447759.0, 2404391.0]","[1.0, 2.0, 2.0, 0.0, 0.0]","[48500.0, 36475.0, 37850.0, 53609.0, 38800.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2302,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[0.0],[45416.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2302,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 72940.0]","[nan, 72940.0]","[0.0, 1.0]","[45416.0, 31956.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2302,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 2', 'Value 4']","[0.0, 72940.0, 1210558.0]","[nan, 72940.0, 1137618.0]","[0.0, 1.0, 0.0]","[45416.0, 31956.0, 46374.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2302,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 4', 'Value 4']","[0.0, 72940.0, 1210558.0, 2767267.0]","[nan, 72940.0, 1137618.0, 1556709.0]","[0.0, 1.0, 0.0, 4.0]","[45416.0, 31956.0, 46374.0, 47883.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2304,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[51392.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2304,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 93123.0]","[nan, 93123.0]","[1.0, 2.0]","[51392.0, 58115.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2304,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[0.0, 93123.0, 174753.0]","[nan, 93123.0, 81630.0]","[1.0, 2.0, 3.0]","[51392.0, 58115.0, 53345.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2304,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 9', 'Value 9', 'Value 9']","[0.0, 93123.0, 174753.0, 852072.0]","[nan, 93123.0, 81630.0, 677319.0]","[1.0, 2.0, 3.0, 4.0]","[51392.0, 58115.0, 53345.0, 39464.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2304,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 93123.0, 174753.0, 852072.0, 1447401.0]","[nan, 93123.0, 81630.0, 677319.0, 595329.0]","[1.0, 2.0, 3.0, 4.0, 4.0]","[51392.0, 58115.0, 53345.0, 39464.0, 29993.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2304,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 93123.0, 174753.0, 852072.0, 1447401.0, 2916380.0]","[nan, 93123.0, 81630.0, 677319.0, 595329.0, 1468979.0]","[1.0, 2.0, 3.0, 4.0, 4.0, 0.0]","[51392.0, 58115.0, 53345.0, 39464.0, 29993.0, 30172.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2305,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[51072.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2305,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 11.0]","[nan, 11.0]","[3.0, 3.0]","[51072.0, 51083.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2305,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8']","[0.0, 11.0, 5982.0]","[nan, 11.0, 5971.0]","[3.0, 3.0, 3.0]","[51072.0, 51083.0, 57054.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2306,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[51050.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2306,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 81154.0]","[nan, 81154.0]","[3.0, 4.0]","[51050.0, 45804.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2306,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[0.0, 81154.0, 497467.0]","[nan, 81154.0, 416313.0]","[3.0, 4.0, 2.0]","[51050.0, 45804.0, 30117.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2306,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9', 'Value 9']","[0.0, 81154.0, 497467.0, 2160033.0]","[nan, 81154.0, 416313.0, 1662566.0]","[3.0, 4.0, 2.0, 0.0]","[51050.0, 45804.0, 30117.0, 51083.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2307,1,['Assign seriousness'],['Value 15'],[0.0],[nan],[1.0],[25173.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2307,2,"['Assign seriousness', 'Take in charge ticket']","['Value 15', 'Value 12']","[0.0, 628588.0]","[nan, 628588.0]","[1.0, 1.0]","[25173.0, 48961.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2307,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 15', 'Value 12', 'Value 12']","[0.0, 628588.0, 628611.0]","[nan, 628588.0, 23.0]","[1.0, 1.0, 1.0]","[25173.0, 48961.0, 48984.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2308,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[46875.0],Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2308,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 18.0]","[nan, 18.0]","[4.0, 4.0]","[46875.0, 46893.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2308,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[0.0, 18.0, 1799342.0]","[nan, 18.0, 1799324.0]","[4.0, 4.0, 4.0]","[46875.0, 46893.0, 31817.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2308,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 18.0, 1799342.0, 3034173.0]","[nan, 18.0, 1799324.0, 1234831.0]","[4.0, 4.0, 4.0, 4.0]","[46875.0, 46893.0, 31817.0, 57048.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,1,['Assign seriousness'],['Value 19'],[0.0],[nan],[2.0],[46782.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,2,"['Assign seriousness', 'Assign seriousness']","['Value 19', 'Value 2']","[0.0, 160742.0]","[nan, 160742.0]","[2.0, 4.0]","[46782.0, 34724.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 19', 'Value 2', 'Value 2']","[0.0, 160742.0, 523053.0]","[nan, 160742.0, 362311.0]","[2.0, 4.0, 1.0]","[46782.0, 34724.0, 51435.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 19', 'Value 2', 'Value 2', 'Value 2']","[0.0, 160742.0, 523053.0, 528592.0]","[nan, 160742.0, 362311.0, 5539.0]","[2.0, 4.0, 1.0, 1.0]","[46782.0, 34724.0, 51435.0, 56974.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 231,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[1.0],[50894.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 231,2,"['Assign seriousness', 'Assign seriousness']","['Value 14', 'Value 2']","[0.0, 93344.0]","[nan, 93344.0]","[1.0, 2.0]","[50894.0, 57838.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 231,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2', 'Value 2']","[0.0, 93344.0, 93362.0]","[nan, 93344.0, 18.0]","[1.0, 2.0, 2.0]","[50894.0, 57838.0, 57856.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 231,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 2', 'Value 15']","[0.0, 93344.0, 93362.0, 152295.0]","[nan, 93344.0, 18.0, 58933.0]","[1.0, 2.0, 2.0, 3.0]","[50894.0, 57838.0, 57856.0, 30389.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2310,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[3.0],[59162.0],Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2310,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[0.0, 1621995.0]","[nan, 1621995.0]","[3.0, 1.0]","[59162.0, 39557.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2310,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 14', 'Value 14']","[0.0, 1621995.0, 1879852.0]","[nan, 1621995.0, 257857.0]","[3.0, 1.0, 4.0]","[59162.0, 39557.0, 38214.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2310,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 14', 'Value 14', 'Value 14', 'Value 14']","[0.0, 1621995.0, 1879852.0, 2822090.0]","[nan, 1621995.0, 257857.0, 942238.0]","[3.0, 1.0, 4.0, 1.0]","[59162.0, 39557.0, 38214.0, 30052.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2310,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14', 'Value 14', 'Value 14']","[0.0, 1621995.0, 1879852.0, 2822090.0, 2822106.0]","[nan, 1621995.0, 257857.0, 942238.0, 16.0]","[3.0, 1.0, 4.0, 1.0, 1.0]","[59162.0, 39557.0, 38214.0, 30052.0, 30068.0]",Value 1,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2312,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[56789.0],Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2312,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 283.0]","[nan, 283.0]","[2.0, 2.0]","[56789.0, 57072.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2312,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13']","[0.0, 283.0, 498184.0]","[nan, 283.0, 497901.0]","[2.0, 2.0, 1.0]","[56789.0, 57072.0, 36573.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2313,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[50943.0],Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2313,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 12']","[0.0, 168016.0]","[nan, 168016.0]","[1.0, 3.0]","[50943.0, 46159.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2313,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 12', 'Value 12']","[0.0, 168016.0, 168041.0]","[nan, 168016.0, 25.0]","[1.0, 3.0, 3.0]","[50943.0, 46159.0, 46184.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2314,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[57869.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2314,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 67261.0]","[nan, 67261.0]","[0.0, 1.0]","[57869.0, 38730.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2314,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 67261.0, 67319.0]","[nan, 67261.0, 58.0]","[0.0, 1.0, 1.0]","[57869.0, 38730.0, 38788.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2315,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[37782.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2315,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 1370858.0]","[nan, 1370858.0]","[2.0, 4.0]","[37782.0, 26240.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2315,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 1370858.0, 1390233.0]","[nan, 1370858.0, 19375.0]","[2.0, 4.0, 4.0]","[37782.0, 26240.0, 45615.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2316,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[1.0],[33036.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2316,2,"['Assign seriousness', 'Assign seriousness']","['Value 13', 'Value 13']","[0.0, 3144.0]","[nan, 3144.0]","[1.0, 1.0]","[33036.0, 36180.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2316,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13', 'Value 7']","[0.0, 3144.0, 92695.0]","[nan, 3144.0, 89551.0]","[1.0, 1.0, 2.0]","[33036.0, 36180.0, 39331.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2316,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 7', 'Value 7']","[0.0, 3144.0, 92695.0, 92721.0]","[nan, 3144.0, 89551.0, 26.0]","[1.0, 1.0, 2.0, 2.0]","[33036.0, 36180.0, 39331.0, 39357.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
