case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:BudgetNumber,case:DeclarationNumber,case:Amount
declaration 100610,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 9.0, 61868.0, 169949.0, 169952.0, 609938.0]","[nan, 9.0, 61859.0, 108081.0, 3.0, 439986.0]","[0.0, 0.0, 1.0, 2.0, 2.0, 0.0]","[57949.0, 57958.0, 33417.0, 55098.0, 55101.0, 63087.0]",budget 86566,declaration number 100611,22.300236571642674
declaration 106254,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[57990.0],budget 86566,declaration number 106255,99.86068430878048
declaration 106254,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 367.0]","[nan, 367.0]","[0.0, 0.0]","[57990.0, 58357.0]",budget 86566,declaration number 106255,99.86068430878048
declaration 106254,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 367.0, 235803.0]","[nan, 367.0, 235436.0]","[0.0, 0.0, 3.0]","[57990.0, 58357.0, 34593.0]",budget 86566,declaration number 106255,99.86068430878048
declaration 106254,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 367.0, 235803.0, 824930.0]","[nan, 367.0, 235436.0, 589127.0]","[0.0, 0.0, 3.0, 3.0]","[57990.0, 58357.0, 34593.0, 18920.0]",budget 86566,declaration number 106255,99.86068430878048
declaration 106254,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 367.0, 235803.0, 824930.0, 857049.0]","[nan, 367.0, 235436.0, 589127.0, 32119.0]","[0.0, 0.0, 3.0, 3.0, 3.0]","[57990.0, 58357.0, 34593.0, 18920.0, 51039.0]",budget 86566,declaration number 106255,99.86068430878048
declaration 106254,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 367.0, 235803.0, 824930.0, 857049.0, 1214667.0]","[nan, 367.0, 235436.0, 589127.0, 32119.0, 357618.0]","[0.0, 0.0, 3.0, 3.0, 3.0, 0.0]","[57990.0, 58357.0, 34593.0, 18920.0, 51039.0, 63057.0]",budget 86566,declaration number 106255,99.86068430878048
declaration 107932,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[58130.0],budget 86566,declaration number 107933,123.91407812153236
declaration 107932,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 66662.0]","[nan, 66662.0]","[0.0, 1.0]","[58130.0, 38392.0]",budget 86566,declaration number 107933,123.91407812153236
declaration 107932,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 66662.0, 144141.0]","[nan, 66662.0, 77479.0]","[0.0, 1.0, 2.0]","[58130.0, 38392.0, 29471.0]",budget 86566,declaration number 107933,123.91407812153236
declaration 107932,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 66662.0, 144141.0, 169756.0]","[nan, 66662.0, 77479.0, 25615.0]","[0.0, 1.0, 2.0, 2.0]","[58130.0, 38392.0, 29471.0, 55086.0]",budget 86566,declaration number 107933,123.91407812153236
declaration 107932,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 66662.0, 144141.0, 169756.0, 169759.0]","[nan, 66662.0, 77479.0, 25615.0, 3.0]","[0.0, 1.0, 2.0, 2.0, 2.0]","[58130.0, 38392.0, 29471.0, 55086.0, 55089.0]",budget 86566,declaration number 107933,123.91407812153236
declaration 107932,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 66662.0, 144141.0, 169756.0, 169759.0, 609757.0]","[nan, 66662.0, 77479.0, 25615.0, 3.0, 439998.0]","[0.0, 1.0, 2.0, 2.0, 2.0, 0.0]","[58130.0, 38392.0, 29471.0, 55086.0, 55089.0, 63087.0]",budget 86566,declaration number 107933,123.91407812153236
declaration 107938,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[59316.0],budget 86566,declaration number 107939,21.37945624380786
declaration 107938,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 49.0]","[nan, 49.0]","[0.0, 0.0]","[59316.0, 59365.0]",budget 86566,declaration number 107939,21.37945624380786
declaration 107938,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 49.0, 234546.0]","[nan, 49.0, 234497.0]","[0.0, 0.0, 3.0]","[59316.0, 59365.0, 34662.0]",budget 86566,declaration number 107939,21.37945624380786
declaration 107938,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 49.0, 234546.0, 815994.0]","[nan, 49.0, 234497.0, 581448.0]","[0.0, 0.0, 3.0, 3.0]","[59316.0, 59365.0, 34662.0, 11310.0]",budget 86566,declaration number 107939,21.37945624380786
declaration 107938,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 49.0, 234546.0, 815994.0, 1213341.0]","[nan, 49.0, 234497.0, 581448.0, 397347.0]","[0.0, 0.0, 3.0, 3.0, 0.0]","[59316.0, 59365.0, 34662.0, 11310.0, 63057.0]",budget 86566,declaration number 107939,21.37945624380786
declaration 107948,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[59633.0],budget 86566,declaration number 107949,9.68929317603777
declaration 107948,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[0.0, 0.0]","[59633.0, 59636.0]",budget 86566,declaration number 107949,9.68929317603777
declaration 107948,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 3.0, 1026.0]","[nan, 3.0, 1023.0]","[0.0, 0.0, 0.0]","[59633.0, 59636.0, 60659.0]",budget 86566,declaration number 107949,9.68929317603777
declaration 107948,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 3.0, 1026.0, 60006.0]","[nan, 3.0, 1023.0, 58980.0]","[0.0, 0.0, 0.0, 1.0]","[59633.0, 59636.0, 60659.0, 33239.0]",budget 86566,declaration number 107949,9.68929317603777
declaration 107948,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 1026.0, 60006.0, 551254.0]","[nan, 3.0, 1023.0, 58980.0, 491248.0]","[0.0, 0.0, 0.0, 1.0, 0.0]","[59633.0, 59636.0, 60659.0, 33239.0, 6087.0]",budget 86566,declaration number 107949,9.68929317603777
declaration 107948,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 1026.0, 60006.0, 551254.0, 867452.0]","[nan, 3.0, 1023.0, 58980.0, 491248.0, 316198.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 3.0]","[59633.0, 59636.0, 60659.0, 33239.0, 6087.0, 63085.0]",budget 86566,declaration number 107949,9.68929317603777
declaration 106385,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[33675.0],budget 86566,declaration number 106386,64.25472990939437
declaration 106385,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 197.0]","[nan, 197.0]","[1.0, 1.0]","[33675.0, 33872.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 197.0, 174587.0]","[nan, 197.0, 174390.0]","[1.0, 1.0, 3.0]","[33675.0, 33872.0, 35462.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE']","[0.0, 197.0, 174587.0, 277011.0]","[nan, 197.0, 174390.0, 102424.0]","[1.0, 1.0, 3.0, 4.0]","[33675.0, 33872.0, 35462.0, 51486.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 197.0, 174587.0, 277011.0, 573921.0]","[nan, 197.0, 174390.0, 102424.0, 296910.0]","[1.0, 1.0, 3.0, 4.0, 1.0]","[33675.0, 33872.0, 35462.0, 51486.0, 2796.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 197.0, 174587.0, 277011.0, 573921.0, 573929.0]","[nan, 197.0, 174390.0, 102424.0, 296910.0, 8.0]","[1.0, 1.0, 3.0, 4.0, 1.0, 1.0]","[33675.0, 33872.0, 35462.0, 51486.0, 2796.0, 2804.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,7,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 197.0, 174587.0, 277011.0, 573921.0, 573929.0, 601646.0]","[nan, 197.0, 174390.0, 102424.0, 296910.0, 8.0, 27717.0]","[1.0, 1.0, 3.0, 4.0, 1.0, 1.0, 1.0]","[33675.0, 33872.0, 35462.0, 51486.0, 2796.0, 2804.0, 30521.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,8,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 197.0, 174587.0, 277011.0, 573921.0, 573929.0, 601646.0, 622031.0]","[nan, 197.0, 174390.0, 102424.0, 296910.0, 8.0, 27717.0, 20385.0]","[1.0, 1.0, 3.0, 4.0, 1.0, 1.0, 1.0, 1.0]","[33675.0, 33872.0, 35462.0, 51486.0, 2796.0, 2804.0, 30521.0, 50906.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,9,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 197.0, 174587.0, 277011.0, 573921.0, 573929.0, 601646.0, 622031.0, 685544.0]","[nan, 197.0, 174390.0, 102424.0, 296910.0, 8.0, 27717.0, 20385.0, 63513.0]","[1.0, 1.0, 3.0, 4.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[33675.0, 33872.0, 35462.0, 51486.0, 2796.0, 2804.0, 30521.0, 50906.0, 28019.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 106385,10,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 197.0, 174587.0, 277011.0, 573921.0, 573929.0, 601646.0, 622031.0, 685544.0, 807010.0]","[nan, 197.0, 174390.0, 102424.0, 296910.0, 8.0, 27717.0, 20385.0, 63513.0, 121466.0]","[1.0, 1.0, 3.0, 4.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0]","[33675.0, 33872.0, 35462.0, 51486.0, 2796.0, 2804.0, 30521.0, 50906.0, 28019.0, 63085.0]",budget 86566,declaration number 106386,64.25472990939437
declaration 107959,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[33971.0],budget 86566,declaration number 107960,56.527232483429216
declaration 107959,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 5.0]","[nan, 5.0]","[1.0, 1.0]","[33971.0, 33976.0]",budget 86566,declaration number 107960,56.527232483429216
declaration 107959,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 5.0, 24667.0]","[nan, 5.0, 24662.0]","[1.0, 1.0, 1.0]","[33971.0, 33976.0, 58638.0]",budget 86566,declaration number 107960,56.527232483429216
declaration 107959,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 5.0, 24667.0, 170972.0]","[nan, 5.0, 24662.0, 146305.0]","[1.0, 1.0, 1.0, 3.0]","[33971.0, 33976.0, 58638.0, 32143.0]",budget 86566,declaration number 107960,56.527232483429216
declaration 107959,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 5.0, 24667.0, 170972.0, 525576.0]","[nan, 5.0, 24662.0, 146305.0, 354604.0]","[1.0, 1.0, 1.0, 3.0, 0.0]","[33971.0, 33976.0, 58638.0, 32143.0, 41147.0]",budget 86566,declaration number 107960,56.527232483429216
declaration 107959,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 5.0, 24667.0, 170972.0, 525576.0, 806714.0]","[nan, 5.0, 24662.0, 146305.0, 354604.0, 281138.0]","[1.0, 1.0, 1.0, 3.0, 0.0, 3.0]","[33971.0, 33976.0, 58638.0, 32143.0, 41147.0, 63085.0]",budget 86566,declaration number 107960,56.527232483429216
declaration 106270,1,['Declaration SAVED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[36391.0],budget 86566,UNKNOWN,0.0
declaration 100622,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[36815.0],budget 86566,declaration number 100623,210.6939218504672
declaration 100622,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[1.0, 1.0]","[36815.0, 36819.0]",budget 86566,declaration number 100623,210.6939218504672
declaration 100622,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 4.0, 171489.0]","[nan, 4.0, 171485.0]","[1.0, 1.0, 3.0]","[36815.0, 36819.0, 35504.0]",budget 86566,declaration number 100623,210.6939218504672
declaration 100622,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 171489.0, 264231.0]","[nan, 4.0, 171485.0, 92742.0]","[1.0, 1.0, 3.0, 4.0]","[36815.0, 36819.0, 35504.0, 41846.0]",budget 86566,declaration number 100623,210.6939218504672
declaration 100622,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 171489.0, 264231.0, 544672.0]","[nan, 4.0, 171485.0, 92742.0, 280441.0]","[1.0, 1.0, 3.0, 4.0, 0.0]","[36815.0, 36819.0, 35504.0, 41846.0, 63087.0]",budget 86566,declaration number 100623,210.6939218504672
declaration 97505,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[38469.0],budget 86566,declaration number 97506,25.24156402894525
declaration 97505,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 44.0]","[nan, 44.0]","[1.0, 1.0]","[38469.0, 38513.0]",budget 86566,declaration number 97506,25.24156402894525
declaration 97505,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 44.0, 170251.0]","[nan, 44.0, 170207.0]","[1.0, 1.0, 3.0]","[38469.0, 38513.0, 35920.0]",budget 86566,declaration number 97506,25.24156402894525
declaration 97505,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 44.0, 170251.0, 173046.0]","[nan, 44.0, 170207.0, 2795.0]","[1.0, 1.0, 3.0, 3.0]","[38469.0, 38513.0, 35920.0, 38715.0]",budget 86566,declaration number 97506,25.24156402894525
declaration 97505,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 44.0, 170251.0, 173046.0, 543018.0]","[nan, 44.0, 170207.0, 2795.0, 369972.0]","[1.0, 1.0, 3.0, 3.0, 0.0]","[38469.0, 38513.0, 35920.0, 38715.0, 63087.0]",budget 86566,declaration number 97506,25.24156402894525
declaration 100637,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[39082.0],budget 86566,declaration number 100638,48.70987730736871
declaration 100637,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 887734.0]","[nan, 887734.0]","[1.0, 4.0]","[39082.0, 62816.0]",budget 86566,declaration number 100638,48.70987730736871
declaration 100637,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 887734.0, 1129686.0]","[nan, 887734.0, 241952.0]","[1.0, 4.0, 0.0]","[39082.0, 62816.0, 45568.0]",budget 86566,declaration number 100638,48.70987730736871
declaration 100637,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 887734.0, 1129686.0, 1554013.0]","[nan, 887734.0, 241952.0, 424327.0]","[1.0, 4.0, 0.0, 5.0]","[39082.0, 62816.0, 45568.0, 37895.0]",budget 86566,declaration number 100638,48.70987730736871
declaration 100637,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 887734.0, 1129686.0, 1554013.0, 2011192.0]","[nan, 887734.0, 241952.0, 424327.0, 457179.0]","[1.0, 4.0, 0.0, 5.0, 3.0]","[39082.0, 62816.0, 45568.0, 37895.0, 63074.0]",budget 86566,declaration number 100638,48.70987730736871
