CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,VariantIndex,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 1105,5,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 6', 'Value 6', 'Value 9', 'Value 9']","[0.0, 4266.0, 4267.0, 157138.0, 158887.0]","[nan, 4266.0, 1.0, 152871.0, 1749.0]","[1.0, 1.0, 1.0, 3.0, 3.0]","[43584.0, 47850.0, 47851.0, 27922.0, 29671.0]",118,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1105,6,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 4', 'Value 6', 'Value 6', 'Value 9', 'Value 9', 'Value 9']","[0.0, 4266.0, 4267.0, 157138.0, 158887.0, 158887.0]","[nan, 4266.0, 1.0, 152871.0, 1749.0, 1749.0]","[1.0, 1.0, 1.0, 3.0, 3.0, 3.0]","[43584.0, 47850.0, 47851.0, 27922.0, 29671.0, 29671.0]",118,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1105,7,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 6', 'Value 6', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 4266.0, 4267.0, 157138.0, 158887.0, 158887.0, 4583052.0]","[nan, 4266.0, 1.0, 152871.0, 1749.0, 1749.0, 4424165.0]","[1.0, 1.0, 1.0, 3.0, 3.0, 3.0, 5.0]","[43584.0, 47850.0, 47851.0, 27922.0, 29671.0, 29671.0, 47436.0]",118,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1107,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[26233.0],1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1107,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 105857.0]","[nan, 105857.0]","[3.0, 4.0]","[26233.0, 45690.0]",1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1107,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 105857.0, 108296.0]","[nan, 105857.0, 2439.0]","[3.0, 4.0, 4.0]","[26233.0, 45690.0, 48129.0]",1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1107,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 5']","[0.0, 105857.0, 108296.0, 2855008.0]","[nan, 105857.0, 2439.0, 2746712.0]","[3.0, 4.0, 4.0, 1.0]","[26233.0, 45690.0, 48129.0, 30041.0]",1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1109,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[4.0],[51335.0],2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1109,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 9']","[0.0, 589547.0]","[nan, 589547.0]","[4.0, 4.0]","[51335.0, 36082.0]",2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1109,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 9', 'Value 9']","[0.0, 589547.0, 850793.0]","[nan, 589547.0, 261246.0]","[4.0, 4.0, 0.0]","[51335.0, 36082.0, 38128.0]",2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1109,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 9', 'Value 9', 'Value 9']","[0.0, 589547.0, 850793.0, 1444730.0]","[nan, 589547.0, 261246.0, 593937.0]","[4.0, 4.0, 0.0, 0.0]","[51335.0, 36082.0, 38128.0, 27265.0]",2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1109,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 14', 'Value 9', 'Value 9', 'Value 9', 'Value 3']","[0.0, 589547.0, 850793.0, 1444730.0, 2740741.0]","[nan, 589547.0, 261246.0, 593937.0, 1296011.0]","[4.0, 4.0, 0.0, 0.0, 1.0]","[51335.0, 36082.0, 38128.0, 27265.0, 27276.0]",2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1110,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[2.0],[34755.0],2,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1110,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 124.0]","[nan, 124.0]","[2.0, 2.0]","[34755.0, 34879.0]",2,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1110,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[0.0, 124.0, 139.0]","[nan, 124.0, 15.0]","[2.0, 2.0, 2.0]","[34755.0, 34879.0, 34894.0]",2,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1110,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 124.0, 139.0, 1377469.0]","[nan, 124.0, 15.0, 1377330.0]","[2.0, 2.0, 2.0, 4.0]","[34755.0, 34879.0, 34894.0, 29824.0]",2,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1110,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 3']","[0.0, 124.0, 139.0, 1377469.0, 2673484.0]","[nan, 124.0, 15.0, 1377330.0, 1296015.0]","[2.0, 2.0, 2.0, 4.0, 5.0]","[34755.0, 34879.0, 34894.0, 29824.0, 29839.0]",2,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1111,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[38584.0],3,Value 1,Value 7,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1111,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 16']","[0.0, 517851.0]","[nan, 517851.0]","[3.0, 2.0]","[38584.0, 38035.0]",3,Value 1,Value 7,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1111,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 16', 'Value 16']","[0.0, 517851.0, 521777.0]","[nan, 517851.0, 3926.0]","[3.0, 2.0, 2.0]","[38584.0, 38035.0, 41961.0]",3,Value 1,Value 7,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1111,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 16', 'Value 16', 'Value 11']","[0.0, 517851.0, 521777.0, 2410409.0]","[nan, 517851.0, 3926.0, 1888632.0]","[3.0, 2.0, 2.0, 3.0]","[38584.0, 38035.0, 41961.0, 29793.0]",3,Value 1,Value 7,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1111,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 16', 'Value 16', 'Value 11', 'Value 11']","[0.0, 517851.0, 521777.0, 2410409.0, 2410477.0]","[nan, 517851.0, 3926.0, 1888632.0, 68.0]","[3.0, 2.0, 2.0, 3.0, 3.0]","[38584.0, 38035.0, 41961.0, 29793.0, 29861.0]",3,Value 1,Value 7,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1111,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 16', 'Value 16', 'Value 11', 'Value 11', 'Value 3']","[0.0, 517851.0, 521777.0, 2410409.0, 2410477.0, 3706496.0]","[nan, 517851.0, 3926.0, 1888632.0, 68.0, 1296019.0]","[3.0, 2.0, 2.0, 3.0, 3.0, 4.0]","[38584.0, 38035.0, 41961.0, 29793.0, 29861.0, 29880.0]",3,Value 1,Value 7,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1113,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[1.0],[55164.0],2,Value 1,Value 136,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1113,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 18']","[0.0, 78337.0]","[nan, 78337.0]","[1.0, 2.0]","[55164.0, 47101.0]",2,Value 1,Value 136,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1113,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 18', 'Value 18']","[0.0, 78337.0, 82110.0]","[nan, 78337.0, 3773.0]","[1.0, 2.0, 2.0]","[55164.0, 47101.0, 50874.0]",2,Value 1,Value 136,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1113,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 14', 'Value 18', 'Value 18', 'Value 18']","[0.0, 78337.0, 82110.0, 2999075.0]","[nan, 78337.0, 3773.0, 2916965.0]","[1.0, 2.0, 2.0, 1.0]","[55164.0, 47101.0, 50874.0, 30239.0]",2,Value 1,Value 136,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1113,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 14', 'Value 18', 'Value 18', 'Value 18', 'Value 3']","[0.0, 78337.0, 82110.0, 2999075.0, 4295094.0]","[nan, 78337.0, 3773.0, 2916965.0, 1296019.0]","[1.0, 2.0, 2.0, 1.0, 2.0]","[55164.0, 47101.0, 50874.0, 30239.0, 30258.0]",2,Value 1,Value 136,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1114,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[34693.0],119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 24.0]","[nan, 24.0]","[2.0, 2.0]","[34693.0, 34717.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 8']","[0.0, 24.0, 83101.0]","[nan, 24.0, 83077.0]","[2.0, 2.0, 3.0]","[34693.0, 34717.0, 31394.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8']","[0.0, 24.0, 83101.0, 605750.0]","[nan, 24.0, 83077.0, 522649.0]","[2.0, 2.0, 3.0, 2.0]","[34693.0, 34717.0, 31394.0, 35643.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0]","[2.0, 2.0, 3.0, 2.0, 1.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0, 1126455.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0, 10053.0]","[2.0, 2.0, 3.0, 2.0, 1.0, 1.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0, 37948.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 2']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0, 1126455.0, 1140406.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0, 10053.0, 13951.0]","[2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0, 37948.0, 51899.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,8,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 2', 'Value 2']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0, 1126455.0, 1140406.0, 1140645.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0, 10053.0, 13951.0, 239.0]","[2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0, 37948.0, 51899.0, 52138.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,9,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 2', 'Value 2', 'Value 2']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0, 1126455.0, 1140406.0, 1140645.0, 2431380.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0, 10053.0, 13951.0, 239.0, 1290735.0]","[2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0, 37948.0, 51899.0, 52138.0, 46873.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,10,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0, 1126455.0, 1140406.0, 1140645.0, 2431380.0, 2431446.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0, 10053.0, 13951.0, 239.0, 1290735.0, 66.0]","[2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0, 37948.0, 51899.0, 52138.0, 46873.0, 46939.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1114,11,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 24.0, 83101.0, 605750.0, 1116402.0, 1126455.0, 1140406.0, 1140645.0, 2431380.0, 2431446.0, 3727460.0]","[nan, 24.0, 83077.0, 522649.0, 510652.0, 10053.0, 13951.0, 239.0, 1290735.0, 66.0, 1296014.0]","[2.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0]","[34693.0, 34717.0, 31394.0, 35643.0, 27895.0, 37948.0, 51899.0, 52138.0, 46873.0, 46939.0, 46953.0]",119,Value 1,Value 42,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1122,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[26405.0],1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1122,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 9.0]","[nan, 9.0]","[1.0, 1.0]","[26405.0, 26414.0]",1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1122,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 9.0, 11080.0]","[nan, 9.0, 11071.0]","[1.0, 1.0, 1.0]","[26405.0, 26414.0, 37485.0]",1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1122,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 9.0, 11080.0, 3283815.0]","[nan, 9.0, 11071.0, 3272735.0]","[1.0, 1.0, 1.0, 4.0]","[26405.0, 26414.0, 37485.0, 27020.0]",1,Value 1,Value 123,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1125,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[52442.0],1,Value 1,Value 120,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1125,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 2031.0]","[nan, 2031.0]","[3.0, 3.0]","[52442.0, 54473.0]",1,Value 1,Value 120,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1125,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 2031.0, 85700.0]","[nan, 2031.0, 83669.0]","[3.0, 3.0, 4.0]","[52442.0, 54473.0, 51742.0]",1,Value 1,Value 120,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1125,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 5']","[0.0, 2031.0, 85700.0, 2851636.0]","[nan, 2031.0, 83669.0, 2765936.0]","[3.0, 3.0, 4.0, 1.0]","[52442.0, 54473.0, 51742.0, 52878.0]",1,Value 1,Value 120,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1126,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[48681.0],8,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1126,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 4']","[0.0, 241054.0]","[nan, 241054.0]","[1.0, 4.0]","[48681.0, 30535.0]",8,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1126,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 4']","[0.0, 241054.0, 241055.0]","[nan, 241054.0, 1.0]","[1.0, 4.0, 4.0]","[48681.0, 30535.0, 30536.0]",8,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1126,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 4', 'Value 5']","[0.0, 241054.0, 241055.0, 2678997.0]","[nan, 241054.0, 1.0, 2437942.0]","[1.0, 4.0, 4.0, 4.0]","[48681.0, 30535.0, 30536.0, 49278.0]",8,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1127,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[34761.0],1,Value 1,Value 262,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1127,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 13']","[0.0, 6256.0]","[nan, 6256.0]","[2.0, 2.0]","[34761.0, 41017.0]",1,Value 1,Value 262,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1127,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 13', 'Value 13']","[0.0, 6256.0, 16481.0]","[nan, 6256.0, 10225.0]","[2.0, 2.0, 2.0]","[34761.0, 41017.0, 51242.0]",1,Value 1,Value 262,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1127,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 13', 'Value 13', 'Value 5']","[0.0, 6256.0, 16481.0, 2678457.0]","[nan, 6256.0, 10225.0, 2661976.0]","[2.0, 2.0, 2.0, 5.0]","[34761.0, 41017.0, 51242.0, 34818.0]",1,Value 1,Value 262,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1128,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[46319.0],1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1128,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 13.0]","[nan, 13.0]","[2.0, 2.0]","[46319.0, 46332.0]",1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1128,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 2']","[0.0, 13.0, 421377.0]","[nan, 13.0, 421364.0]","[2.0, 2.0, 0.0]","[46319.0, 46332.0, 35696.0]",1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1128,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 2', 'Value 5']","[0.0, 13.0, 421377.0, 2678899.0]","[nan, 13.0, 421364.0, 2257522.0]","[2.0, 2.0, 0.0, 5.0]","[46319.0, 46332.0, 35696.0, 46818.0]",1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1130,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[58024.0],1,Value 1,Value 88,Value 3,Value 4,Value 4,Value 2,Value 1,Value 3,Value 1
Case 1130,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 7.0]","[nan, 7.0]","[1.0, 1.0]","[58024.0, 58031.0]",1,Value 1,Value 88,Value 3,Value 4,Value 4,Value 2,Value 1,Value 3,Value 1
Case 1130,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 7.0, 14.0]","[nan, 7.0, 7.0]","[1.0, 1.0, 1.0]","[58024.0, 58031.0, 58038.0]",1,Value 1,Value 88,Value 3,Value 4,Value 4,Value 2,Value 1,Value 3,Value 1
Case 1130,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 7.0, 14.0, 4143859.0]","[nan, 7.0, 7.0, 4143845.0]","[1.0, 1.0, 1.0, 0.0]","[58024.0, 58031.0, 58038.0, 54683.0]",1,Value 1,Value 88,Value 3,Value 4,Value 4,Value 2,Value 1,Value 3,Value 1
Case 1133,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[37435.0],1,Value 1,Value 89,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1133,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 11.0]","[nan, 11.0]","[2.0, 2.0]","[37435.0, 37446.0]",1,Value 1,Value 89,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1133,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 11.0, 12389.0]","[nan, 11.0, 12378.0]","[2.0, 2.0, 2.0]","[37435.0, 37446.0, 49824.0]",1,Value 1,Value 89,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1133,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 11.0, 12389.0, 3974838.0]","[nan, 11.0, 12378.0, 3962449.0]","[2.0, 2.0, 2.0, 6.0]","[37435.0, 37446.0, 49824.0, 37873.0]",1,Value 1,Value 89,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1134,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[26545.0],1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1134,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 8.0]","[nan, 8.0]","[1.0, 1.0]","[26545.0, 26553.0]",1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1134,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 8.0, 19810.0]","[nan, 8.0, 19802.0]","[1.0, 1.0, 1.0]","[26545.0, 26553.0, 46355.0]",1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1134,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 8.0, 19810.0, 3977516.0]","[nan, 8.0, 19802.0, 3957706.0]","[1.0, 1.0, 1.0, 5.0]","[26545.0, 26553.0, 46355.0, 29661.0]",1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1137,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[38658.0],1,Value 1,Value 263,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1137,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 14533.0]","[nan, 14533.0]","[0.0, 0.0]","[38658.0, 53191.0]",1,Value 1,Value 263,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1137,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 14533.0, 14548.0]","[nan, 14533.0, 15.0]","[0.0, 0.0, 0.0]","[38658.0, 53191.0, 53206.0]",1,Value 1,Value 263,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
